sample_id,year,sequence,collection_type,treatment_status,boat_hatchery,port_landed,collection_lat,collection_long,agency_id,collection_date,species,run,stock,sent_on,sent_to,adipose_fin,fl_mm,weight_kg,egg_status,avg_egg_diam_mm,stdev_egg_diam_mm,avg_num_eggs,avg_sample_mass_g,avg_egg_TPP,pct_TPP,avg_egg_TMP,pct_TMP,avg_egg_TH,pct_TH,avg_total_egg_thi_nmol_g,avg_total_thi_per_egg_nmol,egg_thi_status,new_status,avg_liver_thi,avg_muscle_thi,avg_blood_thi,lipid_id,lipid_percent,fatmeter_1,fatmeter_2,fatmeter_3,fatmeter_4,fatmeter_avg,cwt,brood_year,stock_id,release_site,release_date,origin,notes,"QC by","Date of QC"
THINIH25-SH-10,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,650,2.42,M,NA,NA,15,1.06,6.98,39.06,0.71,4.00,10.18,56.95,17.88,1.27,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-11,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,690,2.775,M,NA,NA,15,1.23,7.74,53.67,0.90,6.21,5.79,40.12,14.42,1.18,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-12,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,720,3.32,M,NA,NA,17,1.45,2.97,41.87,0.62,8.71,3.50,49.42,7.08,0.6,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-13,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,680,2.8,M,NA,NA,20,1.42,2.77,13.79,0.52,2.61,16.78,83.60,20.07,1.43,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-14,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,700,2.63,M,NA,NA,14.5,1.18,2.77,24.58,0.52,4.64,7.98,70.78,11.28,0.92,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-15,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,700,2.725,M,NA,NA,15.5,1.22,4.04,31.30,0.95,7.34,7.93,61.36,12.92,1.01,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-16,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,690,2.41,M,NA,NA,16,1.17,2.60,28.88,0.68,7.58,5.73,63.54,9.01,0.66,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-17,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,13.5,1.18,3.09,33.59,0.39,4.21,5.73,62.20,9.21,0.8,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-18,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,14,1.18,2.73,53.09,0.64,12.52,1.77,34.39,5.14,0.43,"critically low","severely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-19,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,16.5,1.07,4.39,22.66,1.08,5.57,13.89,71.77,19.36,1.25,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-20,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,16.5,1.34,3.26,24.81,0.89,6.79,9.00,68.41,13.16,1.07,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-21,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,18.5,1.15,2.67,13.32,1.45,7.22,15.94,79.46,20.07,1.25,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-22,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,13,1.24,3.94,9.59,1.02,2.49,36.09,87.92,41.05,3.95,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-23,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,17.5,1.38,2.20,6.33,1.48,4.27,31.11,89.41,34.79,2.75,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-24,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,18,1.22,3.22,21.94,1.21,8.23,10.25,69.83,14.68,1,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-25,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,12.5,1.1,4.23,25.15,1.21,7.17,11.38,67.68,16.81,1.48,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-26,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,13.5,1.12,6.11,15.28,0.90,2.26,32.96,82.46,39.97,3.3,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-27,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,13,1.11,3.99,14.11,0.58,2.06,23.73,83.83,28.31,2.43,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-28,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,15,1.02,4.56,20.30,1.38,6.13,16.53,73.57,22.47,1.53,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-29,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,15,1.22,3.84,17.61,0.93,4.27,17.01,78.12,21.78,1.78,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THINIH25-SH-30,2025,2,hatchery,NA,nimbus,"gold river",38.633557,-121.226307,NA,1/21/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,14.5,1.04,4.73,10.40,0.98,2.16,39.77,87.43,45.48,3.26,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-01,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,510,1.205,M,NA,NA,19.5,1.15,4.08,16.23,1.13,4.50,19.92,79.27,25.12,1.48,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-02,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,500,1.045,M,NA,NA,19,1.17,4.14,29.94,0.81,5.88,8.88,64.17,13.83,0.85,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-03,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,490,1.12,M,NA,NA,17.5,1.15,3.92,17.97,0.97,4.44,16.94,77.59,21.83,1.44,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-04,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,643,2.09,M,NA,NA,16,1.21,4.69,18.54,1.25,4.93,19.36,76.53,25.30,1.92,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-05,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,565,1.3,M,NA,NA,15,1.21,3.22,22.14,0.56,3.83,10.76,74.03,14.53,1.18,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-06,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,526,1.52,M,NA,NA,20,1.07,5.65,18.40,1.27,4.13,23.79,77.47,30.70,1.64,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-07,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,454,0.92,M,NA,NA,21,1.12,5.21,14.55,1.65,4.62,28.94,80.83,35.80,1.9,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-08,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,515,1.285,M,NA,NA,16,1.17,3.74,10.86,1.13,3.27,29.61,85.87,34.48,2.53,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oto possibly broken",MLW,2/3/2025
THIMOH25-SH-09,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,473,0.88,M,NA,NA,18,1.11,6.65,19.82,1.85,5.53,25.03,74.66,33.53,2.06,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-10,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,563,1.53,M,NA,NA,18,1.21,7.36,21.14,1.29,3.70,26.16,75.15,34.81,2.33,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-11,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,470,1.155,M,NA,NA,20.5,1.13,6.95,22.69,1.49,4.87,22.18,72.44,30.61,1.69,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-12,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,521,1.455,M,NA,NA,22,1.39,3.48,7.91,1.27,2.89,39.23,89.20,43.98,2.79,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-13,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,present,463,0.965,M,NA,NA,30.5,1.26,3.18,15.19,1.00,4.75,16.77,80.06,20.95,0.86,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one oto broken",MLW,2/3/2025
THIMOH25-SH-14,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,486,1.08,M,NA,NA,20.5,1.2,7.05,23.31,1.72,5.70,21.49,71.00,30.27,1.77,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-15,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,absent,518,1.535,M,NA,NA,16.5,1.36,2.54,7.00,0.94,2.60,32.77,90.39,36.26,3,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"upper dorsal fin clip",MLW,2/3/2025
THIMOH25-SH-16,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,19,1.08,6.11,16.95,2.11,5.87,27.82,77.18,36.05,2.04,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-17,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,23.5,1.25,4.68,24.06,1.65,8.48,13.12,67.46,19.45,1.03,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIMOH25-SH-18,2025,1,hatchery,NA,mokelumne,clements,38.225266,-121.025361,NA,1/23/2025,steelhead,steelhead,ccv,1/27/2025,SUNY,NA,NA,NA,M,NA,NA,17.5,1.28,2.37,10.43,1.25,5.52,19.11,84.06,22.74,1.65,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MLW,2/3/2025
THIFEH24-SR-15,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0387,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,present,771,3.54,M,NA,NA,NA,1.12,1.21,46.29,0.31,12.07,1.09,41.65,2.61,NA,"critically low","severely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-16,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0350,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,716,2.785,M,NA,NA,NA,1.32,1.56,8.10,0.75,3.89,16.96,88.01,19.27,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-17,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0377,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,791,4.225,M,NA,NA,NA,1.17,1.20,43.28,0.39,14.01,1.18,42.71,2.77,NA,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-18,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0259,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,787,4.325,M,NA,NA,NA,1.22,1.24,33.63,0.47,12.59,1.99,53.77,3.70,NA,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 lens",SNL,10/10/24
THIFEH24-SR-19,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0433,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,775,3.835,M,NA,NA,NA,1.35,0.89,9.78,0.44,4.81,7.78,85.42,9.10,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-20,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0365,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,760,3.415,M,NA,NA,NA,1.57,1.12,9.45,0.40,3.38,10.36,87.17,11.89,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-21,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0245,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,761,3.485,M,NA,NA,NA,1.4,1.37,12.52,0.65,5.98,8.90,81.50,10.91,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-22,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0254,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,present,758,3.37,M,NA,NA,NA,1.3,0.95,11.77,0.53,6.54,6.57,81.69,8.04,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-23,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0380,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,780,3.615,M,NA,NA,NA,1.03,1.58,39.35,0.48,11.86,1.96,48.79,4.01,NA,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-24,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0236,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,present,827,4.16,M,NA,NA,NA,1.47,1.08,10.84,0.51,5.07,8.38,84.09,9.97,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-25,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0302,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,absent,728,3.205,M,NA,NA,NA,1.58,1.16,30.77,0.44,11.78,2.17,57.45,3.77,NA,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-26,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,Y0341,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,present,722,3.045,M,NA,NA,NA,1.34,1.46,7.92,0.80,4.33,16.18,87.75,18.44,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH24-SR-27,2024,3,hatchery,saline,"feather river",oroville,39.518185,-121.553123,R110,9/24/2024,chinook,spring,ccv,11/12/2024,SUNY,present,710,2.48,M,NA,NA,NA,1.3,1.39,10.58,0.67,5.13,11.08,84.29,13.15,NA,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,10/10/24
THIFEH25-FR-01,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,830,5.535,M,NA,NA,4,1.07,1.01,9.41,0.30,2.84,9.38,87.74,10.69,2.87,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-02,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,absent,865,6.045,M,NA,NA,5.5,1.25,0.84,20.33,0.41,9.91,2.88,69.76,4.12,0.94,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-03,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,715,3.741,M,NA,NA,9,1.17,0.89,39.96,0.27,12.21,1.07,47.84,2.24,0.29,"critically low","severely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-04,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,820,5.091,M,NA,NA,5.5,1.15,0.72,6.06,0.34,2.87,10.76,91.07,11.82,2.46,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-05,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,820,5.02,M,NA,NA,5,1.07,0.92,5.93,0.36,2.33,14.16,91.73,15.44,3.29,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-06,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,745,3.415,M,NA,NA,5,1.05,0.83,6.16,0.35,2.58,12.31,91.26,13.49,2.82,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-07,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,800,4.65,M,NA,NA,5,1.13,1.00,5.65,0.49,2.77,16.22,91.58,17.72,4.01,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-08,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,825,4.36,M,NA,NA,4.5,1.2,0.74,23.49,0.31,9.89,2.10,66.62,3.16,0.84,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-09,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,762,3.635,M,NA,NA,5.5,1.3,0.75,8.09,0.37,3.94,8.19,87.97,9.30,2.2,high,"unlikely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-10,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,827,5.57,M,NA,NA,6,1.3,0.55,31.66,0.23,13.25,0.96,55.09,1.74,0.38,"critically low","severely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-11,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,692,3.375,M,NA,NA,7.5,1.19,0.61,27.57,0.21,9.47,1.38,62.96,2.20,0.35,"critically low","severely impacted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-12,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,719,3.475,M,NA,NA,7.5,1.09,0.77,25.76,0.29,9.61,1.92,64.62,2.97,0.43,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-13,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,814,5.08,M,NA,NA,5.5,1.24,1.14,21.03,0.52,9.60,3.75,69.37,5.41,1.22,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
THIFEH25-FR-14,2025,7,hatchery,NA,"feather river",oroville,39.518185,-121.553123,NA,11/10/2025,chinook,fall,ccv,11/17/2025,SUNY,present,859,6.64,M,NA,NA,5,1.09,0.81,20.14,0.38,9.41,2.82,70.45,4.00,0.88,low,impacted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SNL,1/14/26
